WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 573-434-555
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:10] "GET /auth/status HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:12] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:13] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:14] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:16] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:17] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:18] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:19] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:20] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:22] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:23] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:24] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:25] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:26] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:28] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:29] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:30] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:31] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:33] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:34] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:35] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:36] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:37] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:39] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:40] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:41] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:42] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:43] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:45] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:46] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:47] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:49] "GET /scores/get HTTP/1.1" 200 -
INFO:werkzeug:192.168.65.1 - - [25/May/2025 11:30:50] "GET /scores/get HTTP/1.1" 200 -
